nombre,tipo_plaza,ciudad,wifi,cine,estacionamiento,tiendas,niveles,Autoservicio,"Cafés, Helados y Dulces",Calzado,Departamental,Deportes,Dulces y Chocolates,Entretenimiento,Gimnasio,"Foto, Música, Libros y Regalos",Hogar,Joyería y Accesorios,Mascotas,Moda,Niños y bebés,Ópticas,Otros,Restaurantes y Food Court,Salud y Belleza,Servicios,Tecnología,Vinos y Licores,num_elementos,num_tiendas
multimart arenera,Lifestyle Center,Estado de ... Naucalpan ...,si,si,si,si,1 nivel,,,,,,,,,,,,,,,,,,,,,,2,4
miyana comercial,Lifestyle Center,CDMX,si,si,si,si,2 niveles,0,0,0,0,0,0,0,0,0,0,0,0,Camasha',0,0,0,0,0,0,0,0,1,1
mexipuerto ciudad azteca,Lifestyle Center,Estado de ... Ecatepec d...,si,si,si,si,2 niveles,,,,,,,,,,,,,,,,,,,,,,14,51
metropoli patriotismo,Lifestyle Center,CDMX,si,si,si,si,3 niveles,,,,,,,,,,,,,,,,,,,,,,17,105
mall plaza lincoln,Lifestyle Center,Nuevo Leó... Monterrey,si,si,si,si,1 nivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
malecon americas cancun,Lifestyle Center,Quintana R... Cancún,si,si,si,si,1 nivel,,,,,,,,,,,,,,,,,,,,,,3,5
magnocentro,Lifestyle Center,Estado de ... Huixquiluc...,si,si,si,si,2 niveles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
macroplaza insurgentes,Lifestyle Center,Tijuana,si,si,si,si,1 nivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
macroplaza estadio,Lifestyle Center,Michoacán Morelia,si,si,si,si,1 nivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
luxury hall,Lifestyle Center,Puebla Heróica P...,si,si,si,si,2 niveles,,,,,,,,,,,,,,,,,,,,,,9,40
lunaparc,Lifestyle Center,Estado de ... Cuautitlá...,si,si,si,si,3 niveles,,,,,,,,,,,,,,,,,,,,,,18,95
lomas verdes shopping plaza,Lifestyle Center,Estado de ... Naucalpan ...,si,si,si,si,2 niveles,,,,,,,,,,,,,,,,,,,,,,16,69
lomas plaza,Lifestyle Center,CDMX,si,si,si,si,5 niveles,,,,,,,,,,,,,,,,,,,,,,8,41
las tiendas de san esteban,Lifestyle Center,Estado de ... Naucalpan ...,si,si,si,si,2 niveles,,,,,,,,,,,,,,,,,,,,,,17,66
las tiendas de cancun,Lifestyle Center,Quintana R... Cancún,si,si,si,si,4 niveles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
las plazas outlet monterrey,Lifestyle Center,Nuevo Leó... General Es...,si,si,si,si,1 nivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
las plazas outlet lerma,Lifestyle Center,Estado de ... Lerma de V...,si,si,si,si,1 nivel,0,0,Converse',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
las plazas outlet guadalajara,Lifestyle Center,Jalisco Santa Anit...,si,si,si,si,1 nivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
las plazas outlet cancun,Lifestyle Center,Quintana R... Cancún,si,si,si,si,1 nivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
las misiones,Lifestyle Center,Chihuahua Juárez,si,si,si,si,2 niveles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lago real,Lifestyle Center,Nayarit Valle Dorado,si,si,si,si,1 nivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
la platza,Lifestyle Center,Jalisco San Agust?...,si,si,si,si,1 nivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
la isla cancun shopping village,Lifestyle Center,Quintana R... Cancún,si,si,si,si,2 niveles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
la isla,Lifestyle Center,Guerrero Acapulco,si,si,si,si,1 nivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
la gran plaza fashion mall,Lifestyle Center,Jalisco Zapopan,si,si,si,si,3 niveles,0,0,0,0,0,0,0,0,0,0,0,0,Mama mia',0,0,0,0,0,0,0,0,1,1
la cuspide sky mall,Lifestyle Center,Estado de ... Naucalpan ...,si,si,si,si,3 niveles,,,,,,,,,,,,,,,,,,,,,,18,121
kukulcan plaza,Lifestyle Center,Quintana R... Cancún,si,si,si,si,3 niveles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
interplaza shoptown,Lifestyle Center,Nuevo Leó... Monterrey,si,si,si,si,2 niveles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hilvana shoe fashion outlet,Lifestyle Center,Querétaro Santiago d...,si,si,si,si,1 nivel,,,,,,,,,,,,,,,,,,,,,,11,44
grand san francisco,Lifestyle Center,CDMX,si,si,si,si,2 niveles,,,,,,,,,,,,,,,,,,,,,,12,27
grand san angel,Lifestyle Center,CDMX,si,si,si,si,1 nivel,,,,,,,,,,,,,,,,,,,,,,7,13
grand plaza toluca,Lifestyle Center,Estado de ... Toluca de ...,si,si,si,si,2 niveles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grand pedregal,Lifestyle Center,CDMX,si,si,si,si,2 niveles,,,,,,,,,,,,,,,,,,,,,,11,21
gran terraza oblatos,Lifestyle Center,Jalisco Guadalajar...,si,si,si,si,2 niveles,,,,,,,,,,,,,,,,,,,,,,18,91
gran terraza lomas verdes,Lifestyle Center,Estado de ... Naucalpan ...,si,si,si,si,3 niveles,,,,,,,,,,,,,,,,,,,,,,20,82
gran terraza belenes,Lifestyle Center,Jalisco Zapopan,si,si,si,si,2 niveles,,,,,,,,,,,,,,,,,,,,,,6,12
gran plaza la estacion,Lifestyle Center,Puebla San Martí...,si,si,si,si,1 nivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gran plaza cancun,Lifestyle Center,Quintana R... Cancún,si,si,si,si,2 niveles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gran patio zaragoza,Lifestyle Center,Chihuahua Juárez,si,si,si,si,1 nivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gran patio valle de chalco,Lifestyle Center,Estado de ... Valle de C...,si,si,si,si,1 nivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gran patio texcoco,Lifestyle Center,Estado de ... Texcoco de...,si,si,si,si,2 niveles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gran patio patria,Lifestyle Center,Jalisco Zapopan,si,si,si,si,2 niveles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gran patio pachuca,Lifestyle Center,Hidalgo Pachuca,si,si,si,si,1 nivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gran patio ecatepec,Lifestyle Center,Estado de ... Ecatepec d...,si,si,si,si,1 nivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gran patio centrika,Lifestyle Center,Nuevo Leó... Monterrey,si,si,si,si,1 nivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gm 940,Lifestyle Center,Nuevo Leó... San Pedro ...,si,si,si,si,2 niveles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
garden santa fe,Lifestyle Center,CDMX,si,si,si,si,3 niveles,,,,,,,,,,,,,,,,,,,,,,17,77
galerias zacatecas,Lifestyle Center,Zacatecas Lázaro Cárdenas,si,si,si,si,2 niveles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
galerias valle oriente,Lifestyle Center,Nuevo Leó... San Pedro ...,si,si,si,si,2 niveles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
galerias vallarta,Lifestyle Center,Jalisco Puerto Val...,si,si,si,si,2 niveles,,,,,,,,,,,,,,,,,,,,,,17,77
galerias toluca,Lifestyle Center,Estado de ... Toluca de ...,si,si,si,si,2 niveles,,,,,,,,,,,,,,,,,,,,,,15,100
galerias tec juarez,Lifestyle Center,Chihuahua Juárez,si,si,si,si,1 nivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
galerias tamarindos,Lifestyle Center,Guerrero Iguala,si,si,si,si,1 nivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
galerias tabasco,Lifestyle Center,Tabasco Villahermosa,si,si,si,si,1 nivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
galerias serdan,Lifestyle Center,Puebla Heróica P...,si,si,si,si,3 niveles,,,,,,,,,,,,,,,,,,,,,,15,124
galerias san juan del rio,Lifestyle Center,Querétaro San Juan d...,si,si,si,si,1 nivel,,,,,,,,,,,,,,,,,,,,,,14,64
galerias saltillo,Lifestyle Center,Coahuila de Zaragoza Saltillo,si,si,si,si,2 niveles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
galerias queretaro,Lifestyle Center,Querétaro Santiago d...,si,si,si,si,2 niveles,,,,,,,,,,,,,,,,,,,,,,16,84
galerias polanco,Lifestyle Center,CDMX,si,si,si,si,1 nivel,,,,,,,,,,,,,,,,,,,,,,3,5
galerias plaza de las estrellas,Lifestyle Center,CDMX,si,si,si,si,3 niveles,,,,,,,,,,,,,,,,,,,,,,21,156
galerias perinorte,Lifestyle Center,Estado de ... Cuautitlá...,si,si,si,si,3 niveles,,,,,,,,,,,,,,,,,,,,,,20,107
galerias pachuca,Lifestyle Center,Hidalgo Pachuca,si,si,si,si,2 niveles,,,,,,,,,,,,,,,,,,,,,,1,1
galerias monterrey,Lifestyle Center,Nuevo Leó... Monterrey,si,si,si,si,2 niveles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
galerias metepec,Lifestyle Center,Estado de ... Metepec,si,si,si,si,2 niveles,,,,,,,,,,,,,,,,,,,,,,16,133
galerias merida,Lifestyle Center,Yucatán Mérida,si,si,si,si,2 niveles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
galerias mazatlan,Fashion Mall,Sinaloa Mazatlán,si,si,si,si,2 niveles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
galerias laguna,Lifestyle Center,Coahuila de Zaragoza Torreón,si,si,si,si,2 niveles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
galerias insurgentes,Lifestyle Center,CDMX,si,si,si,si,3 niveles,,,,,,,,0,,,,,,,,,,,,,,18,120
galerias guadalajara,Lifestyle Center,Jalisco Zapopan,si,si,si,si,3 niveles,0,0,0,0,0,0,0,0,0,0,0,0,¡Ay Güey!',0,0,0,0,0,0,0,0,1,1
galerias diana,Lifestyle Center,Guerrero Acapulco,si,si,si,si,1 nivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
galerias del valle,Lifestyle Center,Mexicali,si,si,si,si,1 nivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
galerias cuernavaca,Lifestyle Center,Morelos Cuernavaca,si,si,si,si,2 niveles,,,,,,,,,,,,,,,,,,,,,,14,86
galerias coapa,Lifestyle Center,CDMX,si,si,si,si,3 niveles,,,,,,,,,,,,,,,,,,,,,,16,146
galerias chilpancingo,Lifestyle Center,Guerrero Chilpancin...,si,si,si,si,1 nivel,,,,,,,,,,,,,,,,,,,,,,14,45
galerias celaya,Lifestyle Center,Guanajuato Celaya,si,si,si,si,2 niveles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
galerias campeche,Lifestyle Center,Campeche,si,si,si,si,1 nivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
galerias atizapan,Lifestyle Center,Estado de ... Ciudad Ló...,si,si,si,si,2 niveles,,,,,,,,,,,,,,,,,,,,,,18,110
galerias acapulco,Lifestyle Center,Guerrero Acapulco,si,si,si,si,2 niveles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
galeria las animas,Lifestyle Center,Puebla Heróica P...,si,si,si,si,2 niveles,,,,,,,,,,,,,,,,,,,,,,19,166
galeria del calzado,Lifestyle Center,Jalisco Guadalajar...,si,si,si,si,1 nivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
forum tlaquepaque,Lifestyle Center,Jalisco Guadalajar...,si,si,si,si,2 niveles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
forum buenavista,Lifestyle Center,CDMX,si,si,si,si,4 niveles,,,,,,,,,,,,,,,,,,,,,,19,200
flamingo mall,Lifestyle Center,Quintana R... Cancún,si,si,si,si,1 nivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fashion mall chihuahua,Lifestyle Center,Chihuahua Chihuahua,si,si,si,si,1 nivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
espacio vista del valle,Lifestyle Center,Estado de ... Naucalpan ...,si,si,si,si,2 niveles,,,,,,,,,,,,,,,,,,,,,,7,14
espacio tlaquepaque,Lifestyle Center,Jalisco San Pedro ...,si,si,si,si,1 nivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
espacio magdalena,Lifestyle Center,CDMX,si,si,si,si,2 niveles,,,,,,,,,,,,,,,,,,,,,,6,11
espacio la vista,Lifestyle Center,Puebla Tlaxcalanc...,si,si,si,si,2 niveles,,,,,,,,,,,,,,,,,,,,,,9,19
espacio interlomas,Lifestyle Center,Estado de ... Huixquiluc...,si,si,si,si,3 niveles,,,,,,,,,,,,,,,,,,,,,,13,54
espacio esmeralda,Lifestyle Center,Estado de ... Ciudad Ló...,si,si,si,si,3 niveles,,,,,,,,,,,,,,,,,,,,,,17,82
espacio aguascalientes,Lifestyle Center,Aguascalientes,si,si,si,si,1 nivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
esfera queretaro,Lifestyle Center,Querétaro Santiago d...,si,si,si,si,1 nivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
esfera fashion hall,Lifestyle Center,Nuevo Leó... Monterrey,si,si,si,si,2 niveles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
el triangulo las animas,Lifestyle Center,Puebla Heróica P...,si,si,si,si,2 niveles,,,,,,,,,,,,,,,,,,,,,,15,65
el triangulo express mall,Lifestyle Center,Estado de ... Huixquiluc...,si,si,si,si,1 nivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
el paseo tehuacan,Lifestyle Center,Puebla Tehuacán,si,si,si,si,1 nivel,,,,,,,,,,,,,,,,,,,,,,18,100
el paseo santa catarina,Lifestyle Center,Nuevo Leó... Ciudad San...,si,si,si,si,2 niveles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
el molinete,Lifestyle Center,Nuevo Leó... Guadalupe,si,si,si,si,1 nivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
el mol concordia,Lifestyle Center,Nuevo Leó... Monterrey,si,si,si,si,1 nivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
el dorado,Lifestyle Center,Estado de ... Tlalnepant...,si,si,si,si,1 nivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"BBVA', 'Multiproyectos Global Enterprise'",0,0,1,2
el cortijo ixtapaluca,Lifestyle Center,Estado de ... Ixtapaluca,si,si,si,si,1 nivel,"""Sam's Club"", 'Walmart'"," 'Coffe O', 'Coffee & Donuts', 'Dulce y Amargo', 'Helados Holanda', 'Helados Yamy', 'La Michoacana', 'La Michoacana'","Nike Factory Store', 'Ocampo Kids', 'Zapaterías Morelos'",Suburbia',Atléticos',0,"Barquitos', 'Cinemex', 'Coco Loco', 'El Trenecito', 'Euro Bungy', 'Gamers', 'Laberinto', 'Lanchitas', 'Pista'",Sport City',0," ""Centro Artesanal 'Coyoacancito'"", ""Centro Artesanal 'El Rebozo'"", ""Didí Kid's"", 'Dormimundo', 'Elektra', 'Muebles Arcano', 'Parisina', 'Pinturas'","Mobo', 'Relojes y Lentes', 'Suhui'",0,"Aldo Conti', 'Ferrioni Outlet', 'Know México', ""Levi's"", 'Liz Minelli', ""Men's Factory"", 'Quarry Jeans'","Campanita & Kids', 'Gerat Infants Boutique', 'Montables'"," 'Óptica Premier', 'Ópticas Devlyn'",Importación',"Burger King', 'Burger King', 'Burros y Winks', 'Carnitas Don Agustín', 'Champion Work', 'Churegio', 'City Café', ""Domino's Pizza"", 'Don Taquito', 'Dorilocos', 'El Huarachazo', 'El Kioskito', 'La Choperia', 'La Gran Muralla', 'Palomitas', 'Papas Regias', ""Q'Antojo"", 'Vips'"," 'Amour Cosmetics', 'Kromasol', 'Perfumes'"," 'ADO', 'AutoZone', 'Banorte', 'Boutique Aliss', 'Cablemás', 'Car Shine', 'Centro de Atención a Clientes ...', 'CFE', 'Efectimundo', 'Estética Evolution', 'Forever Soft', 'Interlingua', 'Iusacell', 'Office Max', 'Panteón Los Ángeles', 'Pie Clinic', 'Sanos Podología', 'Sillones de Masajes', 'Tintorerías MAX', 'Volkswagen'","A-Móvil', 'Movistar', 'Steren', 'Telefonía Alji'",The Beer Company',18,94
costera 125 antes plaza bahia,Lifestyle Center,Guerrero Acapulco,si,si,si,si,2 niveles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cosmopol,Lifestyle Center,Estado de ... San Franci...,si,si,si,si,3 niveles,0,"'Cielito Querido Café', 'Moyo Frozen Yogurt', 'Nutrisa'","El Borcegui', 'Flexi', 'Mistertennis', ""The Athlete's Foot"", 'USA Shoes'","Liverpool', 'Sanborns', 'Sears'","ADIKK', 'Atléticos'",Turin',"Cinépolis', 'Gamers', 'Piccolo Mondo', 'Recórcholis'",Cesar's Gym,Librerías Gandhi',"Atlas City Comfort', ""D'Europe"", 'Inter i Möbel', 'Parisina', 'TV Tiendas'"," 'Bfashion', 'Bizzarro', 'Chilli Beans', 'Cristal Joyas', 'Isadora', 'Mobo', 'Onix', 'Todo Moda'",0,"Aldo Conti', 'American Eagle Outfitters', 'American Level', 'André Badi', 'Bruno Corza', 'Fiorentina', 'Forever 21', 'H&M', 'Julio', 'Liz Minelli', ""Men's Fashion"", 'Milia & Jojo', 'Rock Hampton Polo Team', 'Sfera', 'Totto', 'Toxic', 'Ufield', 'Vertiche'"," 'Baby Creysi', 'Juguetibici'"," 'Más Visión', 'Óptica Americana', 'Ópticas Devlyn', 'Ópticas Lux'",0,"Asadero Beef', 'Asia Town', 'Barco Polo', 'Burritos Grill', ""Carl's Jr."", 'Chang Hing', ""Chili's"", ""Domino's Pizza"", 'Fuumi', ""Italianni's"", 'KFC', 'La Chilanguita', 'Las Alitas', 'Perros y Burros', 'Salad Fresh', 'Señor Taco', 'Sixties Burger'"," 'Bellísima', 'GNC', 'GOC Make Up', 'Misha', 'The Body Shop'","BBVA ', 'Body Fast & Beauty','Bussines & Therapy Place', 'Chrysler', 'Cloti Uñas', 'Coiffeurs', 'Dentix', 'Enrique Bricker', 'Integra Servicios Psicológicos'","A-Móvil', 'CompuDabo', 'HP Store', 'iShop Mixup', 'Mega Audio', 'Movistar', 'Steren Shop'",0,17,95
coaplaza,Lifestyle Center,CDMX,si,si,si,si,1 nivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
coacalco power center,Lifestyle Center,Estado de ... San Franci...,si,si,si,si,1 nivel,Walmart',"'Coffee Bouret', 'Helados Holanda', 'La Michoacana', 'Nutrisa', 'Santa Clara'","Botas JOE', 'Capa de Ozono', 'Converse', ""D'portenis"", 'Emyco Outlet', 'Flexi', 'Nike Factory Store', 'USA Shoes', 'Zapaterías Tropic'","Sanborns', 'Suburbia'","Atléticos', 'Martí Outlet'",Candy Space',"Cinepólis', 'FunCentral', 'Gamers'",Sports World',0,"Atlas City Comfort', 'Comex', ""D'Europe"", 'Elektra', 'Máximo Muebles', 'Muebles Dico', 'Prichos'",El Coco de los Petaqueros',Maskota',"Aldo Conti', 'Ferrioni', 'Furor', 'Líneas', 'Liz Minelli', 'Promoda Outlet', 'Quarry Jeans', 'Salvaje Tentación', 'Terranova', 'To Be Fashion Action'","Baby Up', 'Campanita & Kids', 'Juguetron'","Óptica Americana', 'Ópticas de Similares Optin', 'Ópticas Devlyn', 'Optikal & Krono Shop'",0,"Asadero Beef', ""Benedetti's pizza"", 'Burger King', 'China King', ""Church's Chicken"", 'El Portón', 'La Diabla', ""Mr. Donkey's"", 'Subway', 'Tortas Bravo'","Amour Cosmetics', 'GNC', 'Mishka Perfumería'","AutoZone', 'Banamex', 'Banorte', 'BBVA ', 'Cablecom', 'CFE', 'Efectimundo', ""Estética D'Belle"", 'Hogares Unión', 'Interlingua', 'Iusacell', 'Lo mío es tuyo', 'Mercado de Autos', 'Office Max', 'Ortopedia Mostkoff', 'Scotiabank', 'Sura Afore', 'Tintorerías MAX'","A-Móvil', 'CompuDabo', 'I mobile', 'Movistar', 'Nextel', 'RadioShack'",0,18,87
city shops valle dorado,Lifestyle Center,Estado de ... Tlalnepant...,si,si,si,si,3 niveles,Superama',"Nutrisa', 'Starbucks'",0,Sanborns',0,0,"Alboa', 'Cinemex', 'KingDom'",Sportium',0,Dormimundo',0,Mi perrito',Albano',Babymundo','Óptica Americana',0," 'Mi Gusto es', 'Perros y Burros', 'Pressstart Video Game Bar', 'Rustic Kitchen', 'TGI Fridays'","GNC', 'Sally Beauty'","'5àSec', 'Aeroméxico', 'Costushop', 'Dentalia', 'Iusacell', 'NH Hoteles', 'TenDences'",0,0,13,27
city center metepec,Lifestyle Center,Estado de ... Metepec,si,si,si,si,2 niveles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
city center bosques esmeralda,Lifestyle Center,Estado de ... Ciudad Ló...,si,si,si,si,4 niveles,'Comercial Mexicana',"Dolce Peccato', 'Las Aguas de la Zona Azul', 'Santa Clara', 'Starbucks'",0,0,0,," 'Disfraces de Peli', 'Kantaldi', 'Parker Esmeralda', 'Smart Bar'","Crossfit', 'FastBody', 'Zona Fitness'",0," 'Coldwell Banker', 'Comex', 'Gomar', 'Hunter Douglas', 'Life in Kitchens', 'Memory Foam', 'Mesart', 'Piel Premier'",0," 'Maskota', 'Pet Glamm'",0,0,0,0,"Bolacharia', ""Carl's Jr."", 'Estación', 'La BTK', 'Main Station', ""Papa John's Pizza"", 'Perros y Burros', 'Potzollcalli', 'Tacos Don Manolito', 'Toks', 'Viccino', ""Wing's Army""",GNC'," 'Aureser Beauty Center', 'BBVA ', 'Bk Healthy Life', 'BodyBrite', ""Dr. Scholl's"", 'Fit & Glow', 'Glamm Express', 'Gold Cash & Silver', 'Iusacell', 'Joy & Fun Kids', 'Perfect Balance', 'Quest Diagnostics', 'Royal Dance', 'Smart Wash', 'Suite Concept', 'Telcel', 'The Skinny Center', 'Tintorería Bosques', 'Zona Style'",Nextel',La Europea',11,56
citadel monterrey,Lifestyle Center,Nuevo Leó... San Nicol?...,si,si,si,si,2 niveles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cetram el rosario,Lifestyle Center,CDMX,si,si,si,si,2 niveles,"Círculo K', 'Soriana'"," 'Café Diletto', 'La Michoacana', 'Lala', 'Nutrisa'",0,Coppel'," 'Innovasport', 'Tennis Off'"," 'Bimbo', 'Pop & Roll', 'Turin'",Cinemex',0,Peluches Isimart'," 'Ingenia Muebles', 'La Palestina', 'Mi Ecocasa'",0,0," 'Aditivo', 'Hypsters', 'Milano', 'Nena Fashion Store'",0, 'Más Visión',0,"Asadero Azteca', 'Beleki', 'Burger King', 'Burger King', 'El Rey de las Flautas', 'Kepacrepa', 'La Fe, comida china', ""Nonna's Pizza"", 'Subway'","Fraiche', 'Jordana', 'Súper Naturista'"," 'Best Day', 'CAC Telcel', 'Farmacias Benavides', 'Farmacias Similares', 'Monte Mitla Casa de Empeño', 'Office Depot', 'Quick Learning'","A-Móvil', 'Cencel'",0,14,43
centro tepozan,Lifestyle Center,Estado de ... Los Reyes ...,si,si,si,si,2 niveles,Chedraui ',"Finca Santa VeraCruz', 'Fritter', 'La Michoacana', 'Los Auténticos de Yogurt', 'Nutrisa'",", 'Acertijo', 'Calzachip', 'Genova Zapaterías', 'USA Shoes', 'Zapatería 3B', 'Zapaterías Tropic'",Coppel',"ADIKK', 'Atléticos', 'Jakanic', 'Martí Outlet', 'Matchpoint Sport', 'Pirma'",0,"BNK Shop', 'Cinépolis', 'Cinépolis', 'For Play', 'Play Circus'",Crull Fitness Center',0,"Comodísimo', 'Ingenia Muebles', 'Mobilia Home', 'Parisina'","Morán Stylo', 'Sherry Fashion', 'Suhui', 'Valentina', 'Yalorde Accesorios'",0," 'Borboleta', 'Ferrioni', 'Fiesta México', 'Furor', 'Kiwi', 'Kiwi', 'Liz Minelli', 'My Crush Boutique', 'My Crush Boutique', 'Novomoda', 'Panty Luk', 'Prohibido', 'Punto Zeta', 'Quarry Jeans', 'Tutti Jeans', 'Urban Land', 'XY Fashion'","My Baby Boutique', 'New Baby', 'Not So Basic'"," 'Óptica Americana', 'Óptica Carey', 'Óptica Imagen', 'Óptica Imagen Fashion', 'Ópticas Devlyn'",'Nestlé',"Carnebon', 'Crepas y Raspas Gourmet C&R', 'El Mexicano', 'Espiropapas', 'Hey! Roll Ramen & Sushi', 'Jin Hui', 'La Bauta Express', 'La Catarina Green', 'La Choperia', 'Las Flautas de La Abuela', 'Los Bombis', ""McDonald's"", 'Subway', 'Taco Inn'"," 'Amour Cosmetics', 'Belleza Salon', 'Fava Line', 'Fraiche', 'GNC'","Apoyo Económico Familiar', 'Banco Famsa', 'Banorte', 'Banorte', 'Best Day', 'British Hairways', 'Caja Popular Mexicana', 'Cash Apoyo Efectivo', 'First Cash', 'Gimsa', 'Healthy Body', 'Interlingua', 'Iusacell', ""L'Fonse"", 'Montepío Luz Saviñón', 'Ortosonrisas', 'Price Travel', 'Sadasi', 'Santander', 'Universidad Insurgentes', 'Z Motors'"," 'A-Móvil', 'Accesorios Celular', 'Accesorios Celular 2', 'Cuban Sistem', 'Movistar', 'Nextel', 'RadioShack'",0,17,107
